"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17241","JBLSB180BRPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","17027","EXSFP122","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9402","JBJBLPBCLUPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","23167","PANNST55LMR1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","12069","HH50Q6QVVPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","22807","OSOBAT640PTO1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","15788","EXFE5GBB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","14352","EXLEE181","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","4731","3L71465PTO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","39856","EXLL14X1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","10965","JBLGRIPPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","7955","EXESM03PTO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","24216","EXESI60AZL1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","15754","JBLT730BTPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","22455","JBLT780NCBCOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","9208","TK55C6KPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","19061","EXIT70SB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","10097","LO910007601GFT","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","26356","PANAF190G1W1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","13230","EXLS08E2","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","21319","JBLBOOMBX4LRJB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","18575","HHAP12CWBRBCO1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","12841","EXESI80VRD1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","10293","OSOBAT641PTO1","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","24834","EXME3BP1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","21868","BRBRA08ME1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","20313","BRBLF62AP1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9984","JBLWBUDS2AZL","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","21178","EXLL10X1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9001","BRBDK90DRB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","10206","PANRBB64PV2X","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","16583","EXPE12GCNZB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9803","BRBFO4XAEUNAB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","25872","COCPC31AFONAB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","6737","LJLIP23ACRM","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","23757","EXMI41S1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","19459","JBLPB130PTOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","16842","BRBWJ14A9BNA2","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","11557","EXOE8EW2","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","19560","JBLT530BTBGEB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","22317","EXIB7S1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","8911","JBLT530BTBCOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","44815","EXPCC20IX1","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","19757","JBLT730BAZLB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","26320","1QMHP27S11","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9417","LOG305LIGHPTO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","11932","JBLBOOMBX4PTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","8823","JBLOOMBOX4PTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","14434","HR4160880PGF1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","6330","EXME3BP2","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","23700","EXIM7S1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","19750","L283GM0003BRB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","16111","HH43Q6QVVPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","21307","EXMI41S2","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","24984","EXPC01XGFT1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","20441","BRBDK75DRB","Captura de preços","2026-09-11","failed","2026-09-11","","IN","",""
"","15194","WAMG7922PTAB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","43200","EXEBL1500CNZ1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","13809","JBLTBUDS2BPTO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","19635","JBLT780NCPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","9730","L2ZAG70943CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","13098","JBLT530BTAZLB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","10268","JBLBOOMBX4BCOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","8272","HH75Q6QVVPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","40697","EXEAF45PTO1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","18932","JBLWBUDS2PTO","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","25598","EXFE5DC1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","21853","BPCHIPTRIPL4SP","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","13279","JBLLIVE780BCOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","6013","JBLENDUPEAPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","16881","JBLT730BTBCOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","12401","EXLS08E1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","18244","JBLSB595PTOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","22373","LO941000119PTO","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","28562","COCZD12MT1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","15621","BRBO260ARBNA","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","14075","JBLENDUZONPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","25251","EXFE4DG2","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","15459","BRBWF18ABANA1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","6074","I4CH35PDWTBCOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","15612","EXKE5XCB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","18763","BRBLF08BSANA2","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","17533","9EE600PTO","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","12134","JBLGO5BCO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","23950","EXIM7S2","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","14864","BRBLF08BSANA1","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","18977","JBLT530BTPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","11924","EXLL10X2","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","29177","HHWD1I1141BT11","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","16845","BRBMO40AR2","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","13815","EXOE8EA2","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","24785","L2ZAFR0856CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","48950","EXECM30ACO1","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","10006","1QMHP27S22","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","11024","TK65C6KPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","55566","HHWD3S1243BB1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","13294","EXBSE40CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","22208","HW14262RSAB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","8279","L283NU0006CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","20103","BRBOA84AE2","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
